text,ticker,net_score,label
"Halliburton (HAL) Stock Is Up, What You Need To Know",HAL,0.0,1
"Wolfe Research bullish on SLB and BKR, sees selective oil services cycle ahead",HAL,1.0,2
Halliburton Lands Key Iraq Oilfield Deal to Boost Production,HAL,0.0,2
Oil Is Spiking and the Iran Ceasefire Is Cracking: What It Means for Your Stocks,MPC,0.0,0
The Real Risk Inside ExxonMobil Stock,MPC,-1.0,0
Veteran Energy Analyst: “Crude Oil Is Not the Problem.” Here’s What’s Keeping Gas Prices High.,MPC,0.0,1
Can Valero Energy Benefit From Renewed Middle East Tensions?,MPC,0.0,1
What Do Renewed Middle East Tensions Mean for Phillips 66's Business?,MPC,0.0,1
"Stock Market News for July 9, 2026",MPC,0.0,1
"Marathon Petroleum (MPC) Joins Russell Growth Indexes, Is The Upside Already Priced In?",MPC,1.0,1
Marathon Petroleum (MPC) Joins Russell Growth Indices: What Does This Mean for Its Investment Narrative?,MPC,1.0,1
CVX Handed Shareholders $115 Bil In Five Years,MPC,0.0,2
Gasoline Prices Could Swing Higher Again. It’s Not Just Iran.,MPC,0.0,1
Phillips 66 (PSX) Beats Stock Market Upswing: What Investors Need to Know,PSX,1.0,2
Can Valero Energy Benefit From Renewed Middle East Tensions?,PSX,0.0,1
What Do Renewed Middle East Tensions Mean for Phillips 66's Business?,PSX,0.0,1
Phillips 66 (PSX) Could Be 3% Undervalued After Oil Spiked On Middle East Tensions,PSX,0.0,2
Phillips 66 (PSX) Stock Faces Higher Crude Costs After U.S. Strikes On Iran,PSX,0.0,0
CVX Handed Shareholders $115 Bil In Five Years,PSX,0.0,2
Gasoline Prices Could Swing Higher Again. It’s Not Just Iran.,PSX,0.0,1
"Update: US Equity Indexes Decline, Crude Oil Jumps as Trump's Threats to Strike Iran Again Elevate Geopolitical Risk",PSX,-1.0,0
"Update: US Equity Indexes Slide, Crude Oil Surges After Trump Threatens More Strikes on Iran",PSX,0.0,0
Valero Stock Surges 88.1% in a Year: Should You Stay Invested?,PSX,0.0,1
Strong Fuel Demand & Elevated Crack Spreads Support Valero's Outlook,VLO,1.0,2
Valero Energy Corporation (VLO) Is a Trending Stock: Facts to Know Before Betting on It,VLO,0.0,1
Why Valero (VLO) Is Up 5.0% After Russell Reclassification And Refining Margin Tailwinds,VLO,0.0,2
The Real Risk Inside ExxonMobil Stock,VLO,-1.0,0
Valero Energy (VLO) Could Gain From Cheaper Crude As Refining Margins Hold,VLO,0.0,2
Valero Energy (VLO) Joins Major Indexes On A Fair Value Debate,VLO,0.0,1
Veteran Energy Analyst: “Crude Oil Is Not the Problem.” Here’s What’s Keeping Gas Prices High.,VLO,0.0,1
The S&P 500 Is Up 5% This Year. This ‘Cash Cow’ Fund Is Up 9%,VLO,0.0,1
Can Valero Energy Benefit From Renewed Middle East Tensions?,VLO,0.0,1
What Do Renewed Middle East Tensions Mean for Phillips 66's Business?,VLO,0.0,1
"Meta stock turns positive on the year on data center plans, new AI model pricing",AMZN,1.0,2
The Real Risk Inside Home Depot Stock,AMZN,-1.0,0
Own Walmart For Value? Dollar Tree's Numbers Tell A Sharper Story.,AMZN,0.0,1
"Tesla Faces Possible Robotaxi Ban In New Jersey, But It Gains Market Share In China",AMZN,1.0,1
Why Is Amazon so Much Cheaper Than Walmart and Costco? This Is the Only Answer I Can Think of.,AMZN,0.0,1
"Amazon, Microsoft and Meta Among HSBC Earnings Picks",AMZN,1.0,2
UK Brings Amazon Web Services Under Direct Financial Oversight,AMZN,0.0,0
IBM's Quantum Upside Meets Valuation Risk,AMZN,0.0,1
AI Giants Add $350 Billion Debt as $725 Billion Spending Surges,AMZN,-1.0,0
Bank of America argues Amazon retail rival is major AI winner,AMZN,0.0,0
Tesla Reportedly Pushes Staff Toward Grok 4.5 As AI Spending Cap Takes Effect,TSLA,0.0,1
Review & Preview: Why the Dow Snapped Its Streak,TSLA,0.0,1
"Waymo, Tesla must fix a dangerous issue with their robotaxis, NHTSA says",TSLA,0.0,0
Tesla Tears Down Model S/X Line In Just 46 Days For Optimus Production,TSLA,0.0,1
Subversive Capital files 'Ex-Elon' ETFs with the SEC that strip Tesla and SpaceX from the S&P 500 and Nasdaq-100,TSLA,0.0,0
"Tesla Faces Possible Robotaxi Ban In New Jersey, But It Gains Market Share In China",TSLA,1.0,1
Tesla Stock Is Waiting For Godot,TSLA,0.0,0
"SpaceX Will Be ‘Worth More Than the Rest of Earth,’ Musk Says. How He Gets There.",TSLA,0.0,1
Sector Update: Consumer Stocks Rise Late Afternoon,TSLA,0.0,1
Gary Black Says Tesla's Valuation Is So 'Stretched' That Most Institutional Investors Won't Touch the Stock— and FSD Isn't Helping,TSLA,0.0,0
The Real Risk Inside Home Depot Stock,HD,-1.0,0
Why WD-40 Is Crushing the Hottest AI Stocks,HD,0.0,1
Ecommerce Founders Who Ignore This Type of AI Will Lose Their Best Customers. Here’s Why.,HD,0.0,1
The Pro-Focused Pivot That Puts Home Depot Stock's Core Engine At Risk,HD,-1.0,0
Home Depot (HD) Falls More Steeply Than Broader Market: What Investors Need to Know,HD,0.0,0
"Today's Market: Dow Plunges 800 Points, Nasdaq and S&P 500 Fall 1% After Trump's Iran Warning",HD,-1.0,0
Dow Drops 800 Points. These Stocks Are a Big Drag.,HD,0.0,0
"Top 135 Best Locally Owned BBQ Supply Stores in the U.S., According to Survey [2026]",HD,0.0,1
What Home Depot (HD)'s HVAC and Pro Services Expansion Means For Shareholders,HD,1.0,2
The Real Engine Driving Walmart Stock Isn't On The Shelves,HD,0.0,1
McDonald’s (MCD) Stock Trades At A Premium On Cash Flow While Earnings Discount Value,MCD,1.0,1
PepsiCo’s $200 Billion Stability Play Is Attracting Dividend Investors,MCD,1.0,1
How To Invest In Stocks Using History — And Unique Analysis From Bill O'Neil,MCD,0.0,1
"McDonald’s or Pfizer: One Offers Real Growth, One Just Pays You to Wait",MCD,1.0,1
Jim Cramer on Wendy’s: “I’m Going to Say No to Owning That Stock”,MCD,0.0,1
"Should You Buy McDonald's Largest Franchisee, or All of Domino's Pizza?",MCD,1.0,1
The 20-Year Dividend Strategy Built For Investors Who Don’t Need Income Yet,MCD,1.0,1
Starbucks taps childhood nostalgia with 5 new drinks,MCD,0.0,1
"McDonald's US Sales Likely Hit New Low in Second Quarter, Deutsche Bank Says",MCD,0.0,0
QDOBA Mexican Eats to open 50 new restaurants in US,MCD,0.0,1
Meta Leads Again as Markets Look Forward to Earnings: Stock Market Today,NKE,1.0,1
NIKE Stock Outlook 2026 as Recovery Stays Uneven Across Markets,NKE,1.0,1
Is NKE Stock a Buy or Value Trap After Its 2026 Reset Effort?,NKE,1.0,1
NIKE Trends to Watch as Sports Growth Fights Tariffs and China,NKE,1.0,1
3 Beaten-Down Consumer Stocks to Buy in July,NKE,1.0,2
"NIKE, Inc. (NKE) is Attracting Investor Attention: Here is What You Should Know",NKE,0.0,1
Nike’s (NKE) Management Cautious Despite Earnings Beat,NKE,1.0,1
"Nike’s Dividend Yield Is Near Record Highs, But That’s Not a Good Enough Reason to Buy NKE Stock",NKE,1.0,0
How Kohl’s Is Navigating the Back-to-school Season,NKE,0.0,1
Nike vs. Adidas: Here’s Who’s Winning the World Cup Sales Race,NKE,0.0,1
FuboTV (FUBO) Stock Still Trades Below Fair Value After CEO Change,DIS,-1.0,0
Why Netflix’s Pivot to Live TV Is a Big Risk,DIS,-1.0,0
"Disney+ is considering a free streaming tier, report says",DIS,0.0,1
Why WD-40 Is Crushing the Hottest AI Stocks,DIS,0.0,1
Disney (DIS) Upgraded to Buy: Here's What You Should Know,DIS,1.0,2
Can Strategic Partnerships Strengthen Crocs' Market Position?,DIS,0.0,1
3 Consumer Stocks with Questionable Fundamentals,DIS,0.0,0
Here Is the Main Reason to Buy Netflix Before July 16,DIS,1.0,2
Disney Explores Free Disney+ Option to Strengthen Streaming Growth (DIS),DIS,1.0,2
"VZ, T, TMUS: SpaceX Starlink’s Rise Tests Telecom Giants, But This Analyst Sees Opportunity Ahead",DIS,1.0,1
Why Microsoft is not this portfolio manager's stock pick,SBUX,0.0,1
Starbucks tries something it failed at before,SBUX,0.0,0
Wingstop Was the Fastest-Growing Restaurant in America Last Year,SBUX,1.0,1
Jim Cramer recommends buying these 5 stocks,SBUX,0.0,1
Starbucks (SBUX) Is Replacing Microsoft And IBM Software To Cut $400 Million Spend,SBUX,-1.0,2
Starbucks taps childhood nostalgia with 5 new drinks,SBUX,0.0,1
"S&P 500, Nasdaq, Dow End Higher Led By Chipmaker Stocks As Investors Look Past US-Iran Hostility — ORCL, SBUX, WULF, PANW, FATE In Focus",SBUX,0.0,1
"Starbucks (SBUX) Stock Is Up, What You Need To Know",SBUX,0.0,1
Jim Cramer: “Anthropic Is the Winner Now” as Enterprises Move to Slash Tech Budgets in Half,SBUX,0.0,1
"SBUX Stock Set For Best Day In Two Months — Starbucks Steps Up AI Push To Cut Reliance On MSFT, IBM",SBUX,-1.0,2
The Real Risk Inside Home Depot Stock,LOW,-1.0,0
The 20-Year Dividend Strategy Built For Investors Who Don’t Need Income Yet,LOW,1.0,1
Home Furnishing and Improvement Retail Stocks Q1 In Review: Lowe's (NYSE:LOW) Vs Peers,LOW,0.0,1
Ecommerce Founders Who Ignore This Type of AI Will Lose Their Best Customers. Here’s Why.,LOW,0.0,1
The Case For Buying Smaller Dividends That Grow Faster,LOW,0.0,1
The Pro-Focused Pivot That Puts Home Depot Stock's Core Engine At Risk,LOW,-1.0,0
5 Dividend Kings to Buy in July with Irresistible Value and Yield,LOW,1.0,2
How A 2.5% Yield Can Turn Into A Retirement Paycheck That Keeps Growing,LOW,1.0,1
Why Today’s Dividend Yield May Be The Least Important Number In Your Portfolio,LOW,1.0,1
The Dividend Growth Snowball: How Modest Income Today Can Become Serious Income Later,LOW,1.0,1
Jim Cramer on Booking Holdings: “I Think It’s a Buy”,BKNG,1.0,2
Booking vs. Marriott International: Which Travel Stock Is a Better Buy in 2026?,BKNG,1.0,1
Booking Holdings (BKNG) Suffers a Larger Drop Than the General Market: Key Insights,BKNG,-1.0,0
"Expedia, Booking, and Airbnb Shares Plummet, What You Need To Know",BKNG,0.0,0
"Today's Market: Dow Plunges 800 Points, Nasdaq and S&P 500 Fall 1% After Trump's Iran Warning",BKNG,-1.0,0
Checkout.com Partners with Booking Holdings’ (BKNG) Agoda to Optimize Global Payment Processing,BKNG,0.0,1
Own ABNB Stock? Here Is How To Collect 14% A Year On It,BKNG,0.0,1
Investors Heavily Search Booking Holdings Inc. (BKNG): Here is What You Need to Know,BKNG,0.0,1
"Wall Street's Blockbuster AI Stock Split of 2026 Has Arrived -- and This Supercharged Growth Stock Has Soared More Than 1,100% Since Its IPO",BKNG,1.0,1
Booking Holdings (BKNG) Ascends While Market Falls: Some Facts to Note,BKNG,0.0,1
Own Walmart For Value? Dollar Tree's Numbers Tell A Sharper Story.,TGT,0.0,1
Target Corporation (TGT) Is a Trending Stock: Facts to Know Before Betting on It,TGT,0.0,1
"Collect 15% On DASH Stock Now, And Still Keep 21% Of Upside",TGT,1.0,1
"Wealthy Parents Plan 20% Back-to-School Spending Cut, Deloitte Survey Shows",TGT,-1.0,0
"Popular snack brand closes plant, cuts 345 jobs",TGT,0.0,0
Dollar Tree’s Turnaround Is Starting to Take Root,TGT,0.0,1
Costco's Comparable Sales Stay Strong Despite Slower June Growth,TGT,1.0,2
Own Costco For Its Value Focus? Dollar Tree Is Making A Case.,TGT,0.0,1
Ecommerce Founders Who Ignore This Type of AI Will Lose Their Best Customers. Here’s Why.,TGT,0.0,1
Is Target’s Expanded Classroom-Focused Assortment Quietly Reframing Its Back‑to‑School Strategy For TGT?,TGT,0.0,1
Jim Cramer recommends buying these 5 stocks,TJX,0.0,1
Can Walmart's Sam's Club Wellness Push Deepen Member Loyalty?,TJX,0.0,1
TJX (TJX) Stock Sinks As Market Gains: Here's Why,TJX,1.0,0
"Top Stock Reports for Apple, KLA Corp. & Western Digital",TJX,0.0,1
Jim Cramer on TJX: “It’s a Key Stock in the Charitable Trust”,TJX,0.0,1
"The Zacks Analyst Blog Highlights TJX, Costco Wholesale and Walmart",TJX,0.0,1
3 Blue-Chip Retail Stocks to Trust as Volatility Favors Quality,TJX,-1.0,2
"Here is What to Know Beyond Why The TJX Companies, Inc. (TJX) is a Trending Stock",TJX,0.0,1
Will TJX Companies' (TJX) Strong Q1 Comps and Raised Outlook Reshape Its Off-Price Narrative?,TJX,1.0,2
TJX (TJX) Posts Strong Q1 And Raises Full Year Guidance,TJX,1.0,2
Why Ross Stores (ROST) Outpaced the Stock Market Today,ROST,0.0,2
"Zacks.com featured highlights include Ross Stores, Suzano, Bilbao Vizcaya Argentaria, Globe Life and AMETEK",ROST,0.0,1
JEPI vs. JEPQ: Which Is the Better Buy in July?,ROST,1.0,1
Best Growth Stocks to Buy for July 8th,ROST,1.0,1
Ross Stores (ROST) Rises As Market Takes a Dip: Key Facts,ROST,0.0,1
"The Zacks Analyst Blog Highlights PepsiCo, Delta Air Lines, Bloom Energy, Ross Stores and NetEase",ROST,0.0,1
4 Must-Buy Retail Stocks as Lower Gas Prices Boost Consumer Confidence,ROST,0.3333333333333333,2
Exceptional Results Drive Growth at Ross Stores (ROST),ROST,1.0,2
2 of Wall Street’s Favorite Stocks to Research Further and 1 We Ignore,ROST,0.0,1
Ross Stores (ROST) Rose on a Favorable Consumer Environment,ROST,0.0,2
"Amazon, Microsoft and Meta Among HSBC Earnings Picks",CAT,1.0,2
These Are 5 Of The Best Stocks To Buy Or Watch Now,CAT,1.0,2
Here's What Investors Must Know Ahead of Fastenal's Q2 Earnings,CAT,1.0,1
Wall Street Is Finding New Winners Beyond Pure-Play AI: 2 Stocks to Watch Now,CAT,0.0,2
Caterpillar (CAT) Stock Dips While Market Gains: Key Facts,CAT,1.0,0
These Dividend Paying Stocks Offer Strong Exposure to AI Trends,CAT,1.0,2
"AI could cause a huge electricity shortfall in the US, Bank of America says: A closer look",CAT,0.0,0
Is Caterpillar (CAT) Still A Bargain Or Already Fully Priced?,CAT,0.0,0
CAT Stock Heads For Second Weekly Loss: Is Caterpillar's AI Rally Fading?,CAT,0.0,0
3 Mega-Cap Stocks with Competitive Advantages,CAT,0.0,2
"Dow Jones Futures: Big Earnings Due As Market Sets Up; Nvidia, Micron, Sandisk, Robinhood, SpaceX In Focus",GE,1.0,1
GE Aerospace (GE) Rallied Amid Investors’ Confidence,GE,1.0,2
GE Aerospace vs. StandardAero: Which Industrials Stock Is a Better Buy in 2026?,GE,1.0,1
Jim Cramer Greenlights Honeywell Stock,GE,0.0,1
GE Aerospace Is a No-Brainer Buy Before July 16 Earnings. Here’s Why,GE,1.0,2
Top Funds Bet Big On 19 Stocks — Including Eye-Popping Sums On These Five,GE,0.0,2
"Zacks Industry Outlook Highlights GE Aerospace, RTX and General Dynamics",GE,1.0,1
Why Honeywell’s New Earnings Guidance Isn’t as Good as It Looks,GE,1.0,1
SPCX Vs. GE: Do Investors Buy Uncapped Potential or Flawless Turnaround Execution?,GE,1.0,1
Will Strength in Defense & Propulsion Unit Continue to Drive GE's Momentum?,GE,1.0,1
"S&P 500, Nasdaq End Week Higher Following Strong SK Hynix Debut — META, SKHVY, CRCL, BA, DAL In Focus",BA,1.0,1
"Top Analyst Reports for SpaceX, Meta Platforms & Boeing",BA,0.0,1
"Boeing 737 Cabin Depressurizes After Engine Issue, Injuring Passenger",BA,0.0,0
Where Boeing Stock Is Headed After the Ryanair Window Blowout,BA,0.0,0
"Boeing Opens Fourth 737 Max Line, Targets 63 Jets Monthly",BA,0.0,2
Boeing Nears 737 MAX 7 Approval as FAA Eyes Key Authority Restoration,BA,0.0,2
Boeing's MAX 7 Delay May Finally End,BA,-1.0,2
Is Boeing (BA) Fairly Valued Or Are Expectations Getting Too Rich?,BA,0.0,0
Boeing to expand 737 MAX output as aviation giant charts comeback,BA,0.0,2
"Bezos Is Raising $10 Billion for His Rocket Company, After SpaceX Made Musk A Trillionaire",BA,0.0,1
Illinois Tool Stock's Loudest Signal Is The One It Stopped Sending,HON,0.0,0
Why SYM Beats A Bond At Its Own Game,HON,1.0,2
"JPM starts Honeywell Aerospace at Neutral, sees supply chain capping upside",HON,1.0,1
Chief Investment Strategist: “We Are Spending Almost 3% of GDP on AI” as Stocks Tune Out Global Conflict on “Astronomical Investment”,HON,0.0,1
Jim Cramer Greenlights Honeywell Stock,HON,0.0,2
"Jim Cramer on Solstice and Element Solutions Deal: “It’s a Good, Good, Good Deal”",HON,0.0,2
New Strong Sell Stocks for July 10th,HON,0.0,0
Honeywell International Inc. (HON) Laps the Stock Market: Here's Why,HON,0.0,2
Why Honeywell’s New Earnings Guidance Isn’t as Good as It Looks,HON,1.0,0
Honeywell Technologies Revises 2026 Guidance Post Reverse Stock Split,HON,1.0,1
Defense ETFs to Buy Now as NATO Allies Pledge to Invest Over $50B,RTX,1.0,2
"Rackspace Plunges 25% After Cutting 2026 Outlook, Unveils $250M Share Offering",RTX,1.0,1
Why RTX (RTX) Could Beat Earnings Estimates Again,RTX,1.0,2
Remittix Adds Perpetual Futures Platform as RTX Push Moves Beyond Crypto Payments,RTX,0.0,1
Is LHX Expanding Its Presence in the Counter-Unmanned Systems Market?,RTX,0.0,1
Is BAE Systems Expanding Its Presence in the Armored Vehicle Market?,RTX,0.0,1
"Zacks Industry Outlook Highlights GE Aerospace, RTX and General Dynamics",RTX,1.0,1
Rackspace Stock Offering Overshadows AI Deal,RTX,0.0,1
Rackspace Slides 4% After $150 Million Revenue Cut,RTX,0.0,1
RTX (RTX) Expands European Missile Production With NATO And Diehl Defence,RTX,0.0,2
United Parcel Service (UPS) Outperforms Broader Market: What You Need to Know,UPS,0.0,2
"UPS, FedEx Top List of Logistics Companies Ranked by Market Cap",UPS,0.0,2
Amazon Stock Rises on New Shipping Push. That's Bad News for UPS and FedEx,UPS,0.0,0
Morgan Stanley Warns Amazon's Logistics Push Threatens UPS and FedEx,UPS,0.0,0
UPS (UPS) Faces Fresh Uncertainty After USPS Watchdog Flags Air Cargo Contract,UPS,0.0,0
Is United Parcel Service (UPS) Undervalued On Its Index Inclusion And Share Price Rebound?,UPS,0.0,1
New FedEx life sciences unit integrates healthcare logistics capabilities,UPS,0.0,1
How UPS’s Addition to Key Russell Defensive Indexes Will Impact United Parcel Service (UPS) Investors,UPS,0.0,1
Freight Rates Are Going Crazy. These 7 Stocks Could Benefit.,UPS,0.0,2
Will UPS (UPS) Beat Estimates Again in Its Next Earnings Report?,UPS,1.0,1
DAL Beats Q2 Earnings Estimates Riding on Premium Business Strength,UNP,1.0,1
Jim Cramer on CSX: “I See a Great Long-Term Investment”,UNP,0.0,1
J.B. Hunt to Report Q2 Earnings: Is a Beat in Store for the Stock?,UNP,1.0,1
"EXCLUSIVE: Union Pacific, Norfolk Southern CEOs talk about the rail merger that could reshape the U.S. economy",UNP,0.0,1
Norfolk Southern (NSC) Files Merger Response With Union Pacific As STB Review Advances,UNP,0.0,1
"Norfolk Southern, Union Pacific defend proposed $85 billion merger",UNP,0.0,1
"Union Pacific, Norfolk Southern submit more merger data",UNP,0.0,1
Delta Air Lines to Report Q2 Earnings: What's in the Offing?,UNP,1.0,1
Union Pacific's Quarterly Earnings Preview: What You Need to Know,UNP,1.0,1
Rising intermodal volume slows big four U.S. rail systems,UNP,0.0,0
"Top Analyst Reports for SpaceX, Meta Platforms & Boeing",LMT,0.0,1
Defense ETFs to Buy Now as NATO Allies Pledge to Invest Over $50B,LMT,1.0,2
LMT or HWM: Which Is the Better Value Stock Right Now?,LMT,0.0,1
"Defense Investor: 300 Companies Could Define the Future of Warfare – and 92 of Them Are International. “Instead of Thinking U.S. Hegemony, Now We’re Thinking This Is an Allied Play”",LMT,0.0,1
"Bezos Is Raising $10 Billion for His Rocket Company, After SpaceX Made Musk A Trillionaire",LMT,0.0,1
Airbus to Supply H125 Helicopters to US Customs and Border Protection,LMT,0.0,1
NLight Flashes Buy Signal On U.S. Laser Weapon Contract Win,LMT,1.0,2
3 Industrials Stocks with Warning Signs,LMT,-1.0,0
Goldman Stock Pops On $70 Bil Heap Of Fresh Asset Management Deals,LMT,0.0,1
Lockheed Martin Secures the Ultimate Defense Moat,LMT,0.0,2
Will General Dynamics (GD) Beat Estimates Again in Its Next Earnings Report?,GD,1.0,1
"Zacks Industry Outlook Highlights GE Aerospace, RTX and General Dynamics",GD,1.0,1
RDW Falls 28.8% in the Past Month: What Should Investors Do?,GD,0.0,1
Is Huntington Ingalls Expanding Its Presence in the UUV Market?,GD,0.0,1
3 Aerospace-Defense Stocks to Buy Amid Strong Industry Tailwinds,GD,1.0,2
"Northrop, Lockheed, Other Defense Stocks Fall as Trump Sparks Iran War Fears",GD,-1.0,0
Is BAE Systems Expanding Its Presence in the Naval MRO Market?,GD,0.0,1
The Best Industrial Stocks to Buy,GD,1.0,2
General Dynamics (GD) Could Be 5% Below Fair Value Following ESOP Shelf Filing,GD,-1.0,0
General Dynamics (GD) Files Major ESOP Share Shelf Registration,GD,0.0,0
Why Carrier Global (CARR) Stock Is Trading Up Today,CARR,0.0,2
3 Reasons to Avoid CARR and 1 Stock to Buy Instead,CARR,1.0,0
Can Modular Expansion Strengthen Comfort Systems' Growth Prospects?,CARR,1.0,1
Has Carrier Global (CARR) Outpaced Other Construction Stocks This Year?,CARR,0.0,1
1 Cash-Producing Stock Worth Your Attention and 2 Facing Headwinds,CARR,0.0,1
Carrier (CARR) Stock Looks Fully Priced As Focus Shifts After Riello Sale,CARR,0.0,0
Carrier (CARR) Completes Riello Sale As It Tightens Focus On Climate And Energy,CARR,0.0,1
Get Paid 11% A Year To Hold TT Stock You Already Own,CARR,0.0,1
Is Carrier Global Corporation (CARR) among the Best HVAC Stocks to Buy for AI Server Heat Mitigation?,CARR,1.0,1
3 Profitable Stocks with Questionable Fundamentals,CARR,1.0,0
Investors Heavily Search Emerson Electric Co. (EMR): Here is What You Need to Know,EMR,0.0,1
"Should You Buy, Sell or Hold Honeywell Stock Post Aerospace Spin-Off?",EMR,0.0,1
Emerson Electric (EMR) Dips More Than Broader Market: What You Should Know,EMR,0.0,0
"Zacks Industry Outlook Highlights Eaton, Emerson Electric, EnerSys and Franklin Electric",EMR,1.0,1
What Vertiv Stock Was Saying About The AI Factory Build-Out,EMR,0.0,1
4 Manufacturing Electronics Stocks to Consider on Promising Industry Trends,EMR,0.0,2
How Emerson Electric Co.’s (EMR) Wireless Gas Sensor Fits the Connected Process Automation Thesis,EMR,0.0,1
This Under-the-Radar Industrial Is Quietly Powering AI,EMR,0.0,2
Is Emerson Electric Co. (EMR) A Good Stock To Buy Now?,EMR,1.0,1
Should Emerson’s Russell Defensive Index Inclusion Reframe EMR as a Core Automation Risk-Management Holding?,EMR,-1.0,1
Illinois Tool Stock's Loudest Signal Is The One It Stopped Sending,ETN,0.0,0
"“You’re Building a Google in 2 Years,” Why One Energy Analyst Warns The U.S. Grid Is Not Ready For What’s Coming",ETN,0.0,0
Why Did Eaton (ETN) Spend $2.1 Billion in R&D Investments?,ETN,0.0,1
Eaton (ETN) Rises Higher Than Market: Key Facts,ETN,0.0,2
"AI could cause a huge electricity shortfall in the US, Bank of America says: A closer look",ETN,0.0,0
Nvidia Is Allegedly Delaying Its Kyber Rack-Scale Architecture by More Than 12 Months. What This Means for NVDA Stock.,ETN,0.0,0
JEPI vs. JEPQ: Which Is the Better Buy in July?,ETN,1.0,1
115 years old but driving huge returns in a most modern way,ETN,0.0,2
"Zacks Industry Outlook Highlights Eaton, Emerson Electric, EnerSys and Franklin Electric",ETN,1.0,1
Is Eaton (ETN) Fully Priced On Its VoltServer Partnership?,ETN,1.0,0
Can Clearway's Renewable & Storage Portfolio Power Future Growth?,NEE,1.0,1
NextEra Energy vs. Duke Energy: A $67 Billion Deal Could Change the Revenue Script,NEE,1.0,1
Don’t Let Your Kids’ Braces Chew Up Your Retirement,NEE,0.0,1
NextEra Energy (NEE) Stock Looks Stretched Despite Its 32% Five Year Run,NEE,0.0,0
Can ES' Portfolio Transformation Create Long-Term Shareholder Value?,NEE,0.0,1
Why the Best Retirement Paycheck May Start Smaller Than You Expect,NEE,0.0,1
Can Vistra's Long-Term PPAs Act as a Catalyst for Its Growth?,NEE,1.0,1
AI Stocks Look Expensive. These 3 ETFs Could Help Investors Stay in the Game.,NEE,0.0,1
XLU vs. VPU: Which Utilities ETF Best Powers the AI Data-Center Boom?,NEE,0.0,1
"CEG Stock Trails Industry in the Past Year: Time to Buy, Hold or Sell?",NEE,0.0,0
A Dividend Portfolio That Pays For Your Pets,DUK,1.0,1
Has Duke Energy (DUK) Outpaced Other Utilities Stocks This Year?,DUK,0.0,1
Invest in These 3 Sales Growth Stocks for Robust Returns,DUK,1.0,2
NextEra Energy vs. Duke Energy: A $67 Billion Deal Could Change the Revenue Script,DUK,1.0,1
"Duke reduces rate hike request, still faces regulator pushback",DUK,0.0,0
Duke Energy (DUK) Following Goldman Move Is The Fair Value Story Still Intact,DUK,0.0,1
Investors Heavily Search Duke Energy Corporation (DUK): Here is What You Need to Know,DUK,0.0,1
4 Defensive Stocks to Take Refuge in as Tech Sell-off Continues,DUK,-1.0,2
Goldman Sachs Removes Duke Energy (DUK) from its US Conviction List,DUK,0.0,0
Why the AI Boom Is About to Break the U.S. Power Grid,DUK,0.0,0
What Would It Take to Permanently Cover Long-Term Care Insurance Premiums?,SO,0.0,1
Don’t Let Your Kids’ Braces Chew Up Your Retirement,SO,0.0,1
The Retirement Portfolio That Pays You Without Demanding Constant Attention,SO,0.0,1
AI Stocks Look Expensive. These 3 ETFs Could Help Investors Stay in the Game.,SO,0.0,1
Why the AI Boom Is About to Break the U.S. Power Grid,SO,0.0,0
The Portfolio That Pays More Than A Full-Time Minimum Wage Job,SO,0.0,1
Southern Co. (SO) Stock Sinks As Market Gains: What You Should Know,SO,1.0,0
NextEra Energy Lags Industry in the Past Month: Is It Still a Buy?,SO,1.0,0
What It Takes To Build A Portfolio That Covers A Retiree’s Grocery Bill Forever,SO,0.0,1
Southern (SO) Stock Looks Fairly Priced Despite New Solar Program,SO,0.0,1
NextEra Energy vs. Duke Energy: A $67 Billion Deal Could Change the Revenue Script,D,1.0,1
NextEra Energy (NEE) Stock Looks Stretched Despite Its 32% Five Year Run,D,0.0,0
Nvidia market cap falls by $1 trillion as stock swoons,D,0.0,0
Nvidia’s $1 Trillion Slide Sends Valuation to Pre-AI Boom Levels,D,0.0,0
"Why Did CRNX, D, BCRX Stocks Surge To 52-Week Highs Today?",D,1.0,2
NextEra Energy Lags Industry in the Past Month: Is It Still a Buy?,D,1.0,0
Merger Value Hit a First-Half Record as Deal Sizes Grew,D,1.0,2
Can Partnerships and PPAs Continue to Power NextEra's Earnings Growth?,D,1.0,1
Dominion Energy (D) Stock Trades At A Discount Following Its 48% Run,D,0.0,0
NextEra’s $67 Billion Megamerger Proves Dominion Was the Real AI Infrastructure Prize All Along,D,0.0,2
DOE closes up to $3.26B loan to AEP Texas,AEP,0.0,2
These Two Growth Stocks Are Poised To Break Out. One Reports This Week.,AEP,1.0,2
Bloom Energy vs. Eos Energy Enterprises: Which Power Stock Is a Better Buy in 2026?,AEP,1.0,1
American Electric Power’s Quarterly Earnings Preview: What You Need to Know,AEP,1.0,1
Is AEP’s ESOP-Linked Share Filing Quietly Reframing Its Capital Allocation Story?,AEP,0.0,1
American Electric Power (AEP) Stock May Be 30% Above Fair Value Following Data Center Demand News,AEP,0.0,0
American Electric Power (AEP) Joins Bloom Expansion To Power AI Data Centers,AEP,1.0,2
This Tech ETF Is Quietly Outperforming QQQ in 2026 -- Is There Still Time to Buy?,AEP,1.0,2
Will AEP (AEP) Beat Estimates Again in Its Next Earnings Report?,AEP,1.0,1
